interaction_id,customer_id,timestamp,channel,issue_category,resolution_status,transcript
INT-0001053,CUST-100179,2026-04-14,Chat,Technical,Unresolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001054,CUST-100179,2026-03-14,Chat,Account,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001055,CUST-100179,2026-03-03,Chat,Account,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001056,CUST-100179,2026-06-01,Chat,Technical,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001057,CUST-100179,2026-05-12,Email,Billing,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001058,CUST-100179,2026-07-12,Chat,Technical,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001059,CUST-100180,2026-05-04,Chat,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001060,CUST-100180,2026-07-22,Chat,Performance,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001061,CUST-100180,2026-03-08,Chat,Performance,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001062,CUST-100180,2026-03-17,Chat,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001063,CUST-100180,2026-07-30,Email,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001064,CUST-100180,2026-05-24,Phone,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001065,CUST-100180,2026-03-29,Email,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001066,CUST-100180,2026-05-31,Email,Product,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001067,CUST-100180,2026-03-14,Phone,Performance,Resolved,"Agent: How can I assist today?
Customer: I want to understand what happens if we cancel.
Agent: I can explain the cancellation and renewal terms.
Customer: We're evaluating alternatives because we're not seeing enough value.
Agent: Would you like a review with our customer success team?
Customer: You can arrange one, but we're already evaluating another provider."
INT-0001068,CUST-100181,2026-05-13,Phone,Billing,Resolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0001069,CUST-100181,2026-04-10,Email,Account,Resolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0001070,CUST-100181,2026-03-16,Email,Performance,Resolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
INT-0001071,CUST-100181,2026-06-14,Chat,Product,Resolved,"Agent: I can help with that. What seems to be the issue?
Customer: The dashboard keeps timing out when I generate a report.
Agent: I'm sorry. I'll check the service logs.
Customer: I've already reported this twice. It worked for a day after the last fix and then broke again.
Agent: I see the previous tickets. I'll escalate this.
Customer: That's what happened last time too. I really need this resolved."
